#0.0 	0.0 	0.0 	0.0
-0.5 	0.0 	0.0 	0.0
-0.125 	0.0 	0.0 	0.0
-0.055555556 	0.0 	0.0 	0.0
-0.03125 	0.0 	0.0 	0.0
-0.02 	0.0 	0.0 	0.0
-0.0138887735 	0.0 	0.0 	0.0
-0.010167966 	0.0 	0.0 	0.0
-0.0071437955 	0.0 	0.0 	0.0
-0.0032858355 	0.0 	0.0 	0.0
0.0018308071 	1.4617437 	0.83249533 	0.45121616
0.008315445 	1.5327091 	0.60120755 	0.3218799
0.01634946 	1.2271563 	0.7305033 	0.3966353
0.02620459 	1.4839388 	0.57726425 	0.30489045
0.038258925 	1.1924974 	0.72315943 	0.3954649
0.053029425 	1.3141664 	0.5534141 	0.28446886
0.07122469 	1.2181593 	0.6974893 	0.39061442
0.093827695 	1.0345525 	0.53362066 	0.2588785
0.122226596 	1.4175547 	0.62723756 	0.37896028
0.15842675 	1.1919235 	0.5344082 	0.22735836
0.20540589 	0.5087319 	0.47065204 	0.34752575
0.267734 	0.13470058 	0.6274649 	0.19814132
0.35270768 	0.028218789 	0.40299457 	0.25021407
0.47255158 	0.027120452 	0.11767444 	0.27366787
0.64900225 	0.0 	0.020769162 	0.09122338
0.92374 	0.0 	0.012148635 	0.014640994
1.3850111 	0.0 	0.0 	0.007267587
2.24694 	0.0 	0.0 	0.0
4.1449013 	0.0 	0.0 	0.0
9.711199 	0.0 	0.0 	0.0
41.067406 	0.0 	0.0 	0.0
